,companyName,ranking,craftWebsite,companyWebsite,tags,HQ,employeeNumber,description,dateString
254,Lithia Motors,252,https://craft.co/lithia-motors,lithia.com,"['Automotive & Transportation', 'Retail', 'used cars', 'vehicles']","Medford, US","14,320","Lithia Motors has 14,320 employees at their 1 location and $12.67 B in annual revenue in FY 2019. See insights on Lithia Motors including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
255,DTE Energy,253,https://craft.co/dte-energy,newlook.dteenergy.com,"['Energy & Utilities', 'electricity', 'energy services', 'natural gas', 'renewables']","Detroit, US","10,700","DTE Energy has 10,700 employees across 9 locations and $12.67 B in annual revenue in FY 2019. See insights on DTE Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
256,American Family Insurance Group,254,https://craft.co/american-family-insurance,amfam.com,"['Financial Services', 'car insurance', 'home insurance', 'insurance', 'life insurance']","Madison, US","8,100","American Family Insurance has 8,100 employees at their 1 location. See insights on American Family Insurance including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
257,Farmers Insurance Exchange,255,https://craft.co/farmers-insurance-exchange,Unknown,[],"Los Angeles, CA, US",,"See insights on Farmers Insurance Exchange including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
258,Consolidated Edison,256,https://craft.co/edison-opto,edison-opto.com.tw,"['Manufacturing & Industrial', 'electronics', 'lighting']","Ontario, CA, US",14,"Edison has 14 employees at their 1 location. See insights on Edison including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
259,LKQ,257,https://craft.co/lkq,lkqcorp.com,"['Automotive & Transportation', 'Retail', 'auto dealers', 'auto repairs', 'distribution', 'recycling']","Chicago, US","51,000","LKQ has 51,000 employees across 3 locations and $12.51 B in annual revenue in FY 2019. See insights on LKQ including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
260,Sempra Energy,258,https://craft.co/sempra-energy,sempra.com,"['Energy & Utilities', 'distribution', 'electricity', 'energy infrastructure', 'energy storage', 'natural gas', 'oil & gas']","San Diego, US","13,969","Sempra Energy has 13,969 employees across 3 locations and $10.83 B in annual revenue in FY 2019. See insights on Sempra Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
261,Edison International,259,https://craft.co/edison-international,edison.com,"['Energy & Utilities', 'electricity', 'energy infrastructure', 'energy services', 'renewables', 'solar']","Rosemead, US","12,937","Edison International has 12,937 employees across 2 locations and $12.35 B in annual revenue in FY 2019. See insights on Edison International including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
262,CenterPoint Energy,260,https://craft.co/centerpoint-energy,centerpointenergy.com,"['Energy & Utilities', 'distribution', 'electricity', 'energy services', 'natural gas']","Houston, US","14,262","CenterPoint Energy has 14,262 employees across 2 locations and $12.30 B in annual revenue in FY 2019. See insights on CenterPoint Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
263,Quanta Services,261,https://craft.co/quanta-services,quantaservices.com,"['Energy & Utilities', 'Manufacturing & Industrial', 'energy infrastructure', 'infrastructure']","Houston, US","40,300","Quanta Services has 40,300 employees across 10 locations and $12.11 B in annual revenue in FY 2019. See insights on Quanta Services including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
264,Murphy USA,262,https://craft.co/murphy-usa,murphyusa.com,"['Energy & Utilities', 'Retail', 'consumer goods', 'oil & gas', 'petroleum']","El Dorado, US","4,600","Murphy USA has 4,600 employees across 3 locations and $14.03 B in annual revenue in FY 2019. See insights on Murphy USA including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
265,Expedia Group,263,https://craft.co/expedia-group,expediagroup.com,"['Travel & Leisure', 'booking', 'car rental', 'cruises', 'hotels', 'platform', 'tickets', 'travel agency', 'traveltech']","Seattle, US","25,400","Expedia Group has 25,400 employees across 28 locations and $12.07 B in annual revenue in FY 2019. See insights on Expedia Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
266,Group 1 Automotive,264,https://craft.co/group-1-automotive,group1auto.com,"['Automotive & Transportation', 'Retail', 'auto dealers', 'auto parts', 'car insurance', 'used cars', 'vehicles']","Houston, US","15,296","Group 1 Automotive has 15,296 employees at their 1 location and $12.04 B in annual revenue in FY 2019. See insights on Group 1 Automotive including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
267,Bed Bath & Beyond,265,https://craft.co/bed-bath-beyond,bedbathandbeyond.com,"['Retail', 'consumer goods', 'distribution', 'furniture', 'gifts', 'home & garden', 'home improvement']","Union, US","55,000","Bed Bath & Beyond has 55,000 employees at their 1 location and $12.03 B in annual revenue in FY 2018. See insights on Bed Bath & Beyond including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
268,Unum Group,266,https://craft.co/unum,unum.com,"['Financial Services', 'insurance', 'life insurance', 'reinsurance']","Chattanooga, US","10,300","Unum has 10,300 employees across 45 locations and $12 B in annual revenue in FY 2019. See insights on Unum including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
269,CSX,267,https://craft.co/csx,csx.com,"['Real Estate & Construction', 'Travel & Leisure', 'commercial real estate', 'freight', 'rail', 'transportation']","Jacksonville, US","20,908","CSX has 20,908 employees across 9 locations and $11.94 B in annual revenue in FY 2019. See insights on CSX including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
270,AutoZone,268,https://craft.co/autozone,autozone.com,"['Automotive & Transportation', 'Retail', 'accessories', 'auto parts', 'ecommerce']","Memphis, US","60,000","AutoZone has 60,000 employees at their 1 location and $12.63 B in annual revenue in FY 2020. See insights on AutoZone including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
271,Pacific Life,269,https://craft.co/pacific-life,pacificlife.com,"['Financial Services', 'insurance', 'investment management']","Newport Beach, US","3,375","Pacific Life has 3,375 employees across 5 locations. See insights on Pacific Life including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
272,Vistra Energy,270,https://craft.co/vistra-energy,vistracorp.com,"['Energy & Utilities', 'electricity', 'energy services', 'renewables']","Irving, US","5,475","Vistra has 5,475 employees across 3 locations and $11.81 B in annual revenue in FY 2019. See insights on Vistra including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
273,Charles Schwab,271,https://craft.co/charles-schwab,schwab.com,"['Financial Services', 'Investment', 'brokerage', 'fintech', 'mortgages']","San Francisco, US","19,700","Charles Schwab has 19,700 employees across 8 locations and $10.72 B in annual revenue in FY 2019. See insights on Charles Schwab including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
274,Crown Holdings,272,https://craft.co/crown-holdings,crowncork.com,"['Manufacturing & Industrial', 'manufacturing equipment', 'metal products', 'paper and packaging', 'plastic']","Yardley, US","33,000","Crown Holdings has 33,000 employees across 208 locations and $11.67 B in annual revenue in FY 2019. See insights on Crown Holdings including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
275,Ally Financial,273,https://craft.co/ally-financial,ally.com,"['Financial Services', 'banks', 'brokerage', 'fintech', 'holding company', 'insurance', 'mortgages']","Detroit, US","8,700","Ally Financial has 8,700 employees across 9 locations and $6.39 B in annual revenue in FY 2019. See insights on Ally Financial including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
276,Laboratory Corp. of America,274,https://craft.co/laboratory-corporation-of-america-holdings,labcorp.com,"['Healthcare', 'biotech', 'drug development', 'life sciences', 'medical diagnostics']","Burlington, US","65,000","Laboratory Corporation of America Holdings has 65,000 employees at their 1 location and $11.55 B in annual revenue in FY 2019. See insights on Laboratory Corporation of America Holdings including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
277,Live Nation Entertainment,275,https://craft.co/live-nation-entertainment,livenationentertainment.com,"['Media & Entertainment', 'event management', 'music', 'tickets']","Beverly Hills, US","10,500","Live Nation Entertainment has 10,500 employees across 21 locations and $11.55 B in annual revenue in FY 2019. See insights on Live Nation Entertainment including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
278,Xcel Energy,276,https://craft.co/xcel-energy,xcelenergy.com,"['Energy & Utilities', 'biofuel', 'electricity', 'energy services', 'natural gas', 'nuclear', 'renewables', 'solar', 'wind']","Minneapolis, US","11,273","Xcel Energy has 11,273 employees across 28 locations and $11.53 B in annual revenue in FY 2019. See insights on Xcel Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
279,Corning,277,https://craft.co/corning,corning.com,"['Manufacturing & Industrial', 'advanced materials', 'displays', 'electronic components', 'life sciences', 'optics']","Corning, US","49,500","Corning has 49,500 employees across 101 locations and $11.50 B in annual revenue in FY 2019. See insights on Corning including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
280,W.W. Grainger,278,https://craft.co/w-w-wood-products,wwwoodproducts.com,"['Manufacturing & Industrial', 'building materials', 'wood product']","Dudley, US",77,"W. W. Wood Products has 78 employees at their 1 location. See insights on W. W. Wood Products including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
281,Ball,279,https://craft.co/ball,ball.com,"['Manufacturing & Industrial', 'aerospace', 'metal products', 'paper and packaging', 'printing']","Broomfield, US","18,300","Ball has 18,300 employees across 79 locations and $11.47 B in annual revenue in FY 2019. See insights on Ball including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
282,Fox,280,https://craft.co/fox-corporation,foxcorporation.com,"['Media & Entertainment', 'media', 'movies', 'news', 'television', 'video content']","New York, US","9,000","Fox has 9,000 employees across 19 locations and $12.30 B in annual revenue in FY 2020. See insights on Fox including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
283,Universal Health Services,281,https://craft.co/universal-health-services,uhsinc.com,"['Healthcare', 'facilities management', 'healthcare staffing', 'hospitals', 'mental health', 'oncology', 'therapy']","King of Prussia, US","67,700","Universal Health Services has 67,700 employees across 5 locations and $11.38 B in annual revenue in FY 2019. See insights on Universal Health Services including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
284,Baxter International,282,https://craft.co/baxter-international,baxter.com,"['Healthcare', 'drug development', 'medical devices', 'nutrition', 'pharma', 'rehabilitation', 'surgical solutions']","Deerfield, IL, US","50,000","Baxter International has 50,000 employees across 78 locations and $11.36 B in annual revenue in FY 2019. See insights on Baxter International including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
285,Norfolk Southern,283,https://craft.co/norfolk-southern,norfolksouthern.com,"['Travel & Leisure', 'freight', 'logistics', 'rail', 'transportation']","Norfolk, US","24,587","Norfolk Southern has 24,587 employees across 11 locations and $11.30 B in annual revenue in FY 2019. See insights on Norfolk Southern including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
286,Navistar International,284,https://craft.co/navistar,navistar.com,"['Automotive & Transportation', 'Manufacturing & Industrial', 'engines', 'mechanical components', 'vehicles']","Lisle, US","13,300","Navistar has 13,300 employees across 6 locations and $11.25 B in annual revenue in FY 2019. See insights on Navistar including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
287,Adobe,285,https://craft.co/adobe,adobe.com,"['Technology', '3d modeling', 'cloud', 'cloud services(SaaS)', 'consumer software', 'content management', 'developer tools', 'graphic design', 'website design']","San Jose, US","22,634","Adobe has 22,634 employees across 71 locations and $11.17 B in annual revenue in FY 2019. See insights on Adobe including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
288,J.C. Penney,286,https://craft.co/c-g-j,cgj.com,"['Manufacturing & Industrial', 'auto parts', 'machinery', 'mechanical components']","Gadsden, AL, US",17,"C, G, & J has 17 employees at their 1 location. See insights on C, G, & J including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
289,Discovery,287,https://craft.co/discovery-communications,corporate.discovery.com,"['Media & Entertainment', 'content provider', 'k12', 'media', 'television', 'video content']","Silver Spring, US","9,200","Discovery has 9,200 employees across 13 locations and $11.14 B in annual revenue in FY 2019. See insights on Discovery including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
290,Keurig Dr Pepper,288,https://craft.co/keurig-dr-pepper,keurigdrpepper.com,"['Food & Beverage', 'Manufacturing & Industrial', 'beverages']","Burlington, US","25,000","Keurig Dr Pepper has 25,000 employees across 3 locations and $11.12 B in annual revenue in FY 2019. See insights on Keurig Dr Pepper including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
291,Leidos Holdings,289,https://craft.co/leidos,leidos.com,"['Technology', 'cybersecurity', 'defense', 'enterprise software', 'healthtech', 'it services', 'security', 'systems integrator']","Reston, US","34,000","Leidos has 34,000 employees across 27 locations and $11.09 B in annual revenue in FY 2019. See insights on Leidos including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
292,IQVIA Holdings,290,https://craft.co/iqvia,iqvia.com,"['Technology', 'biotech', 'clinical research', 'contractor', 'data management', 'healthtech', 'medtech']","Durham, US","67,000","IQVIA has 67,000 employees across 125 locations and $11.09 B in annual revenue in FY 2019. See insights on IQVIA including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
293,Reliance Steel & Aluminum,291,https://craft.co/reliance-steel-aluminum,rsac.com,"['Manufacturing & Industrial', 'distribution', 'metal products']","Los Angeles, US","15,300","Reliance Steel & Aluminum has 15,300 employees across 2 locations and $10.97 B in annual revenue in FY 2019. See insights on Reliance Steel & Aluminum including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
294,Nvidia,292,https://craft.co/nvidia,nvidia.com,"['Technology', 'computer vision', 'consumer electronics', 'games', 'semiconductors', 'video technology', 'virtual reality', 'virtualization']","Santa Clara, CA, US","13,775","NVIDIA has 13,775 employees across 57 locations and $10.92 B in annual revenue in FY 2020. See insights on NVIDIA including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
295,Entergy,293,https://craft.co/entergy-corporation,entergy.com,"['Energy & Utilities', 'distribution', 'electricity', 'energy services', 'nuclear', 'oil & gas']","New Orleans, US","13,635","Entergy has 13,635 employees across 7 locations and $10.88 B in annual revenue in FY 2019. See insights on Entergy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
296,FirstEnergy,294,https://craft.co/firstenergy,firstenergycorp.com,"['Energy & Utilities', 'electricity', 'energy infrastructure', 'energy services']","Akron, US","12,316","FirstEnergy has 12,316 employees across 2 locations and $11.04 B in annual revenue in FY 2019. See insights on FirstEnergy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
297,eBay,295,https://craft.co/ebay,ebayinc.com,"['Retail', 'Technology', 'auction', 'consumer products & services', 'ecommerce', 'marketplace', 'platform']","San Jose, US","13,300","eBay has 13,300 employees across 58 locations and $10.80 B in annual revenue in FY 2019. See insights on eBay including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
298,Boston Scientific,296,https://craft.co/boston-scientific,bostonscientific.com,"['Healthcare', 'medical devices', 'medtech', 'surgical solutions']","Marlborough, US","36,000","Boston Scientific has 36,000 employees across 29 locations and $10.74 B in annual revenue in FY 2019. See insights on Boston Scientific including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
299,Office Depot,297,https://craft.co/office-depot,officedepot.com,"['Business Products & Services', 'Retail', 'distribution', 'electronics', 'furniture', 'it services', 'paper and packaging', 'printing']","Boca Raton, US","40,000","Office Depot has 40,000 employees across 15 locations and $10.65 B in annual revenue in FY 2019. See insights on Office Depot including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
300,Molson Coors Beverage,298,https://craft.co/molson-coors,molsoncoors.com,"['Food & Beverage', 'beer', 'beverages', 'distribution']","Chicago, US","17,700","Molson Coors has 17,700 employees across 47 locations and $10.58 B in annual revenue in FY 2019. See insights on Molson Coors including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
301,Steel Dynamics,299,https://craft.co/steel-dynamics,steeldynamics.com,"['Manufacturing & Industrial', 'distribution', 'metal products', 'recycling']","Fort Wayne, US","8,385","Steel Dynamics has 8,385 employees across 9 locations and $10.46 B in annual revenue in FY 2019. See insights on Steel Dynamics including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
302,Mutual of Omaha Insurance,300,https://craft.co/mutual-of-omaha,mutualofomaha.com,"['Financial Services', 'insurance', 'life insurance', 'mortgages']","Omaha, US","7,475","Mutual of Omaha has 7,475 employees at their 1 location and $3.50 B in annual revenue in FY 2018. See insights on Mutual of Omaha including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
303,Sonic Automotive,301,https://craft.co/sonic-automotive,sonicautomotive.com,"['Automotive & Transportation', 'auto dealers', 'auto parts', 'car insurance', 'used cars', 'vehicles']","Charlotte, US","9,300","Sonic Automotive has 9,300 employees at their 1 location and $10.45 B in annual revenue in FY 2019. See insights on Sonic Automotive including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
304,Alcoa,302,https://craft.co/alcoa,alcoa.com,"['Energy & Utilities', 'Manufacturing & Industrial', 'metal products', 'recycling', 'renewables']","Pittsburgh, US","13,800","Alcoa has 13,800 employees across 30 locations and $10.43 B in annual revenue in FY 2019. See insights on Alcoa including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
305,Fidelity National Information Services,303,https://craft.co/fidelity-national-financial,fnf.com,"['Financial Services', 'insurance', 'mortgages']","Jacksonville, US","25,063","Fidelity National Financial has 25,063 employees across 65 locations and $8.47 B in annual revenue in FY 2019. See insights on Fidelity National Financial including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
306,Henry Schein,304,https://craft.co/henry-schein,henryschein.com,"['Healthcare', 'Technology', 'application software', 'dental', 'distribution', 'healthtech', 'medical devices', 'pharma', 'professional education']","Melville, NY, US","19,000","Henry Schein has 19,000 employees across 24 locations and $9.99 B in annual revenue in FY 2019. See insights on Henry Schein including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
307,Republic Services,305,https://craft.co/republic-services,republicservices.com,"['Energy & Utilities', 'energy services', 'recycling', 'sustainability', 'waste management']","Phoenix, US","36,000","Republic Services has 36,000 employees across 300 locations and $10.30 B in annual revenue in FY 2019. See insights on Republic Services including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
308,Liberty Media,306,https://craft.co/liberty-media,libertymedia.com,"['Media & Entertainment', 'content provider', 'media', 'news', 'video content']","Englewood, US","6,753","Liberty Media has 6,753 employees at their 1 location and $10.29 B in annual revenue in FY 2019. See insights on Liberty Media including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
309,Peter Kiewit Sons',307,https://craft.co/kiewit,kiewit.com,"['Real Estate & Construction', 'construction management', 'contractor', 'engineering', 'mining']","Omaha, US","23,000","Kiewit has 23,000 employees across 51 locations and $10.28 B in annual revenue in FY 2019. See insights on Kiewit including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
310,Interpublic Group,308,https://craft.co/interpublic-group,interpublic.com,"['Business Products & Services', 'advertising', 'data management', 'digital marketing agency', 'mobile marketing', 'public relations']","New York, US","54,300","Interpublic Group has 54,300 employees across 3 locations and $10.22 B in annual revenue in FY 2019. See insights on Interpublic Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
311,PulteGroup,309,https://craft.co/pultegroup,pultegroupinc.com,"['Real Estate & Construction', 'construction & design', 'home improvement', 'residential real estate']","Atlanta, US","5,245","PulteGroup has 5,245 employees across 3 locations and $10.21 B in annual revenue in FY 2019. See insights on PulteGroup including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
312,AES,310,https://craft.co/anesthesia-equipment-supply,aesol.com,"['Healthcare', 'medical devices']","Black Diamond, US",10,"AES has 10 employees at their 1 location. See insights on AES including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
313,Fiserv,311,https://craft.co/fiserv,fiserv.com,"['Financial Services', 'Technology', 'accounting', 'enterprise software', 'fintech', 'payments']","Brookfield, US","44,000","Fiserv has 44,000 employees across 12 locations and $10.19 B in annual revenue in FY 2019. See insights on Fiserv including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
314,BorgWarner,312,https://craft.co/borgwarner,borgwarner.com,"['Automotive & Transportation', 'Manufacturing & Industrial', 'auto parts', 'mechanical components', 'vehicles']","Auburn Hills, US","29,000","BorgWarner has 29,000 employees across 105 locations and $10.17 B in annual revenue in FY 2019. See insights on BorgWarner including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
315,Oneok,313,https://craft.co/oneok,oneok.com,"['Energy & Utilities', 'energy services', 'energy storage', 'natural gas', 'pipelines', 'transportation']","Tulsa, US","2,882","ONEOK has 2,882 employees at their 1 location and $10.16 B in annual revenue in FY 2019. See insights on ONEOK including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
316,O'Reilly Automotive,314,https://craft.co/reilly-foam-corporation,reillyfoam.com,"['Manufacturing & Industrial', 'polymers']","King of Prussia, PA, US",24,"Reilly Foam has 24 employees across 4 locations. See insights on Reilly Foam including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
317,Assurant,315,https://craft.co/assurant,assurant.com,"['Business Products & Services', 'car insurance', 'home insurance', 'insurance']","New York, US","13,600","Assurant has 13,600 employees across 57 locations and $10.09 B in annual revenue in FY 2019. See insights on Assurant including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
318,Newell Brands,316,https://craft.co/newell-brands,newellbrands.com,"['Manufacturing & Industrial', 'appliances', 'consumer goods', 'distribution', 'home & garden']","Atlanta, US","30,000","Newell Brands has 30,000 employees across 32 locations and $9.71 B in annual revenue in FY 2019. See insights on Newell Brands including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
319,Public Service Enterprise Group,317,https://craft.co/public-service-enterprise-group,pseg.com,"['Energy & Utilities', 'electricity', 'energy services', 'natural gas', 'solar']","Newark, US","12,992","Public Service Enterprise Group has 12,992 employees across 13 locations and $10.08 B in annual revenue in FY 2019. See insights on Public Service Enterprise Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
320,News Corp.,318,https://craft.co/news-corp,newscorp.com,"['Media & Entertainment', 'content provider', 'media', 'news', 'newspaper', 'publishing', 'television']","New York, US","28,000","News Corp has 28,000 employees across 3 locations and $9.01 B in annual revenue in FY 2020. See insights on News Corp including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
321,Calpine,319,https://craft.co/calpine,calpine.com,"['Energy & Utilities', 'cleantech', 'electricity', 'geothermal', 'natural gas', 'renewables']","Houston, US","1,940","Calpine has 1,940 employees at their 1 location and $10.07 B in annual revenue in FY 2019. See insights on Calpine including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
322,Auto-Owners Insurance,320,https://craft.co/just-auto-insurance,just.insure,"['Financial Services', 'car insurance', 'insurance', 'mobile app']","Los Angeles, CA, US",25,"Just Auto Insurance has 25 employees at their 1 location. See insights on Just Auto Insurance including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
323,Mohawk Industries,321,https://craft.co/mohawk-industries,mohawkind.com,"['Manufacturing & Industrial', 'building materials', 'flooring', 'home improvement', 'textiles']","Calhoun, US","41,800","Mohawk Industries has 41,800 employees across 2 locations and $9.97 B in annual revenue in FY 2019. See insights on Mohawk Industries including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
324,PVH,322,https://craft.co/pvh,pvh.com,"['Manufacturing & Industrial', 'Retail', 'clothing', 'fashion', 'footwear']","New York, US","20,500","PVH has 20,500 employees at their 1 location and $9.91 B in annual revenue in FY 2019. See insights on PVH including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
325,Campbell Soup,323,https://craft.co/campbell-soup-company,campbellsoupcompany.com,"['Food & Beverage', 'Manufacturing & Industrial', 'beverages', 'nutrition', 'packaging', 'processed food']","Camden, US","14,500","Campbell Soup has 14,500 employees across 48 locations and $8.11 B in annual revenue in FY 2019. See insights on Campbell Soup including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
326,NRG Energy,324,https://craft.co/nrg-energy,nrg.com,"['Energy & Utilities', 'electricity', 'energy infrastructure', 'energy services', 'engineering']","Princeton, US","4,577","NRG Energy has 4,577 employees across 2 locations and $9.82 B in annual revenue in FY 2019. See insights on NRG Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
327,Fifth Third Bancorp,325,https://craft.co/fifth-third-bancorp,53.com,"['Financial Services', 'banks', 'holding company', 'mortgages', 'payments']","Cincinnati, US","20,340","Fifth Third Bancorp has 20,340 employees across 2 locations and $565 M in annual revenue in FY 2019. See insights on Fifth Third Bancorp including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
328,Hertz Global Holdings,326,https://craft.co/hertz-global,hertz.com,"['Travel & Leisure', 'airport', 'car rental', 'holding company', 'rental']","Estero, US","38,000","Hertz Global has 38,000 employees across 12 locations and $9.78 B in annual revenue in FY 2019. See insights on Hertz Global including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
329,Altice USA,327,https://craft.co/altice-usa,alticeusa.com,"['Media & Entertainment', 'Mobile & Telecommunications', 'broadband', 'internet provider', 'media', 'telecommunications', 'television']","Bethpage, US","10,700","Altice USA has 10,700 employees across 70 locations and $6.02 B in annual revenue in FY 2016. See insights on Altice USA including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
330,Newmont,328,https://craft.co/newmont-mining-corporation,newmont.com,"['Energy & Utilities', 'exploration & development', 'gold', 'mining']","Greenwood Village, US","16,600","Newmont has 16,600 employees across 20 locations and $9.74 B in annual revenue in FY 2019. See insights on Newmont including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
331,Cheniere Energy,329,https://craft.co/cheniere-energy,cheniere.com,"['Energy & Utilities', 'energy infrastructure', 'natural gas', 'oil & gas']","Houston, US","1,530","Cheniere Energy has 1,530 employees across 4 locations and $9.73 B in annual revenue in FY 2019. See insights on Cheniere Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
332,Advance Auto Parts,330,https://craft.co/advance-auto-parts,corp.advanceautoparts.com,"['Retail', 'accessories', 'auto parts', 'batteries', 'consumer goods', 'distribution', 'engines']","Roanoke, US","39,000","Advance Auto Parts has 39,000 employees across 2 locations and $9.71 B in annual revenue in FY 2019. See insights on Advance Auto Parts including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
333,Lam Research,331,https://craft.co/lam-research,lamresearch.com,"['Manufacturing & Industrial', 'electronic components', 'engineering', 'semiconductors', 'sensors']","Fremont, US","11,300","Lam Research has 11,300 employees across 89 locations and $10.04 B in annual revenue in FY 2020. See insights on Lam Research including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
